transaction_id,amount,country,device,timestamp,time_since_last,is_fraud
1,150.31,FR,POS,2024-01-01 00:00:28.156085,0.0,0
2,54.58,CN,POS,2024-01-01 00:03:28.763371,180.607286,0
3,17.4,PL,Mobile,2024-01-01 00:04:47.768113,79.004742,0
4,106.74,US,POS,2024-01-01 00:05:42.544666,54.776553,0
5,43.4,DE,Mobile,2024-01-01 00:05:52.722158,10.177492,0
6,72.24,DE,Mobile,2024-01-01 00:06:02.897936,10.175778,0
7,9.08,PL,Mobile,2024-01-01 00:06:06.488262,3.590326,1
8,79.88,PL,Mobile,2024-01-01 00:08:07.162114,120.673852,0
9,37.41,US,ATM,2024-01-01 00:09:02.307043,55.144929,0
10,32.54,PL,ATM,2024-01-01 00:10:16.182047,73.875004,0
11,312.62,PL,Web,2024-01-01 00:10:17.430005,1.247958,0
12,45.31,DE,ATM,2024-01-01 00:13:47.643454,210.213449,0
13,90.67,PL,Web,2024-01-01 00:15:34.829227,107.185773,0
14,79.05,ES,ATM,2024-01-01 00:15:49.150485,14.321258,0
15,8.81,DE,Mobile,2024-01-01 00:16:01.191224,12.040739,0
16,110.24,FR,Web,2024-01-01 00:16:13.347909,12.156685,0
17,31.23,CN,ATM,2024-01-01 00:16:35.113133,21.765224,0
18,128.33,US,Web,2024-01-01 00:17:19.748803,44.63567,0
19,74.85,PL,POS,2024-01-01 00:17:53.681027,33.932224,0
20,30.51,PL,Web,2024-01-01 00:18:14.334407,20.65338,0
21,35.24,IT,Mobile,2024-01-01 00:19:11.116659,56.782252,0
22,105.19,ES,POS,2024-01-01 00:19:20.130731,9.014072,0
23,63.89,CN,Mobile,2024-01-01 00:19:40.861662,20.730931,0
24,88.29,CN,Web,2024-01-01 00:20:08.238295,27.376633,0
25,13.79,ES,ATM,2024-01-01 00:20:44.774376,36.536081,0
26,123.71,IT,ATM,2024-01-01 00:22:17.050537,92.276161,0
27,30.9,ES,POS,2024-01-01 00:22:30.414689,13.364152,0
28,77.38,IT,Web,2024-01-01 00:23:13.736438,43.321749,0
29,9.74,ES,ATM,2024-01-01 00:24:07.586721,53.850283,1
30,31.02,IT,POS,2024-01-01 00:24:10.440552,2.853831,1
31,83.73,CN,Web,2024-01-01 00:25:06.560533,56.119981,0
32,25.64,IT,Mobile,2024-01-01 00:25:17.778208,11.217675,0
33,169.83,FR,ATM,2024-01-01 00:25:21.814044,4.035836,0
34,86.59,CN,Web,2024-01-01 00:28:20.235312,178.421268,0
35,163.39,CN,POS,2024-01-01 00:31:42.473133,202.237821,0
36,40.25,IT,Web,2024-01-01 00:33:21.613027,99.139894,0
37,2.77,PL,ATM,2024-01-01 00:33:43.410299,21.797272,0
38,68.67,PL,POS,2024-01-01 00:33:49.576938,6.166639,0
39,33.14,IT,POS,2024-01-01 00:34:58.741984,69.165046,0
40,47.56,NL,Web,2024-01-01 00:35:33.547435,34.805451,0
41,91.43,CN,POS,2024-01-01 00:35:41.356569,7.809134,0
42,96.5,ES,Web,2024-01-01 00:36:22.369403,41.012834,0
43,2.24,PL,POS,2024-01-01 00:36:24.469026,2.099623,0
44,117.33,ES,ATM,2024-01-01 00:38:48.494399,144.025373,0
45,54.42,DE,Web,2024-01-01 00:39:06.461866,17.967467,0
46,65.08,IT,ATM,2024-01-01 00:40:11.637214,65.175348,0
47,28.31,IT,Web,2024-01-01 00:40:34.050009,22.412795,0
48,43.69,US,Web,2024-01-01 00:41:18.096663,44.046654,0
49,99.13,ES,Web,2024-01-01 00:42:05.570091,47.473428,0
50,119.94,PL,Web,2024-01-01 00:42:17.833407,12.263316,0
51,39.17,DE,Web,2024-01-01 00:45:47.401835,209.568428,0
52,93.98,FR,ATM,2024-01-01 00:47:16.936558,89.534723,0
53,23.88,IT,Web,2024-01-01 00:50:05.242223,168.305665,0
54,142.71,NL,ATM,2024-01-01 00:52:20.371343,135.12912,0
55,75.29,ES,Mobile,2024-01-01 00:53:15.034608,54.663265,0
56,119.4,DE,POS,2024-01-01 00:55:48.000731,152.966123,0
57,51.88,CN,ATM,2024-01-01 00:55:53.560059,5.559328,0
58,20.82,US,Mobile,2024-01-01 00:56:06.648141,13.088082,0
59,44.86,IT,Web,2024-01-01 00:56:09.425059,2.776918,1
60,38.43,US,POS,2024-01-01 00:56:33.036984,23.611925,0
61,32.36,PL,POS,2024-01-01 00:57:02.564802,29.527818,0
62,19.08,DE,ATM,2024-01-01 00:57:21.558429,18.993627,0
63,113.89,NL,POS,2024-01-01 00:59:07.431901,105.873472,0
64,7.22,DE,ATM,2024-01-01 00:59:33.905521,26.47362,0
65,174.83,ES,Mobile,2024-01-01 00:59:53.693691,19.78817,0
66,15.39,FR,POS,2024-01-01 01:00:40.638116,46.944425,0
67,312.46,FR,POS,2024-01-01 01:00:49.752005,9.113889,0
68,357.01,FR,Mobile,2024-01-01 01:02:26.981021,97.229016,0
69,40.65,PL,Mobile,2024-01-01 01:02:31.629573,4.648552,0
70,352.64,PL,POS,2024-01-01 01:06:51.678353,260.04878,0
71,162.65,CN,Mobile,2024-01-01 01:08:20.447380,88.769027,0
72,6.88,DE,Web,2024-01-01 01:08:33.739746,13.292366,0
73,235.49,PL,Mobile,2024-01-01 01:08:34.071991,0.332245,0
74,3.48,IT,ATM,2024-01-01 01:10:15.465798,101.393807,0
75,16.06,IT,POS,2024-01-01 01:11:29.091552,73.625754,0
76,70.28,IT,ATM,2024-01-01 01:12:47.431327,78.339775,0
77,6.73,NL,POS,2024-01-01 01:14:15.944199,88.512872,0
78,14.11,IT,Mobile,2024-01-01 01:14:20.559955,4.615756,0
79,245.45,ES,POS,2024-01-01 01:14:47.193515,26.63356,0
80,419.02,CN,Mobile,2024-01-01 01:14:54.582521,7.389006,0
81,128.01,DE,Web,2024-01-01 01:16:53.894295,119.311774,0
82,57.92,CN,POS,2024-01-01 01:17:52.472367,58.578072,0
83,184.45,CN,ATM,2024-01-01 01:18:16.581495,24.109128,0
84,9.49,ES,Mobile,2024-01-01 01:18:20.521579,3.940084,0
85,229.02,US,POS,2024-01-01 01:18:42.870880,22.349301,0
86,34.65,FR,Web,2024-01-01 01:19:06.469733,23.598853,1
87,158.14,US,POS,2024-01-01 01:20:24.942280,78.472547,0
88,88.3,US,Mobile,2024-01-01 01:21:25.835642,60.893362,1
89,258.06,ES,Web,2024-01-01 01:23:36.770757,130.935115,1
90,160.01,ES,Web,2024-01-01 01:24:15.114725,38.343968,0
91,175.07,ES,POS,2024-01-01 01:24:22.757069,7.642344,0
92,79.92,NL,Web,2024-01-01 01:25:37.704650,74.947581,0
93,143.26,DE,ATM,2024-01-01 01:27:03.528215,85.823565,0
94,113.22,PL,Web,2024-01-01 01:27:52.961465,49.43325,0
95,14.1,US,Mobile,2024-01-01 01:29:21.394863,88.433398,0
96,83.67,IT,Web,2024-01-01 01:30:02.243747,40.848884,0
97,12.83,ES,POS,2024-01-01 01:30:46.624477,44.38073,0
98,162.88,CN,Web,2024-01-01 01:31:20.093329,33.468852,0
99,5.46,US,POS,2024-01-01 01:31:21.638195,1.544866,0
100,347.71,PL,Web,2024-01-01 01:31:28.488241,6.850046,0
101,40.95,FR,Web,2024-01-01 01:31:30.404262,1.916021,0
102,14.97,PL,POS,2024-01-01 01:32:31.108035,60.703773,0
103,219.5,DE,Web,2024-01-01 01:32:53.751838,22.643803,0
104,3.72,DE,POS,2024-01-01 01:33:36.378069,42.626231,0
105,50.81,ES,Mobile,2024-01-01 01:35:59.254001,142.875932,0
106,117.65,PL,POS,2024-01-01 01:36:16.458330,17.204329,0
107,30.47,DE,ATM,2024-01-01 01:36:48.155248,31.696918,0
108,60.2,DE,ATM,2024-01-01 01:38:12.680197,84.524949,0
109,96.43,CN,Web,2024-01-01 01:38:28.268506,15.588309,1
110,242.89,PL,POS,2024-01-01 01:38:33.074763,4.806257,0
111,8.67,DE,Web,2024-01-01 01:38:53.603181,20.528418,0
112,13.68,CN,Web,2024-01-01 01:39:04.151683,10.548502,0
113,56.88,DE,Mobile,2024-01-01 01:41:43.448688,159.297005,0
114,43.37,FR,ATM,2024-01-01 01:43:22.501913,99.053225,0
115,42.32,FR,ATM,2024-01-01 01:44:22.711564,60.209651,0
116,28.19,FR,Web,2024-01-01 01:46:25.802748,123.091184,0
117,65.8,IT,ATM,2024-01-01 01:48:03.480884,97.678136,0
118,171.84,FR,Web,2024-01-01 01:48:15.870613,12.389729,0
119,14.04,IT,ATM,2024-01-01 01:50:29.719417,133.848804,0
120,19.39,ES,Web,2024-01-01 01:51:16.225411,46.505994,0
121,88.89,CN,Web,2024-01-01 01:52:55.066308,98.840897,0
122,4.63,DE,POS,2024-01-01 01:55:10.920867,135.854559,0
123,89.61,CN,Mobile,2024-01-01 01:55:33.884710,22.963843,0
124,30.2,US,POS,2024-01-01 01:55:40.880240,6.99553,0
125,35.44,FR,Mobile,2024-01-01 01:55:56.401445,15.521205,0
126,41.61,ES,POS,2024-01-01 01:56:29.824907,33.423462,0
127,34.41,DE,POS,2024-01-01 01:58:12.054691,102.229784,0
128,147.21,ES,POS,2024-01-01 02:00:10.335389,118.280698,0
129,233.6,PL,ATM,2024-01-01 02:00:10.753974,0.418585,0
130,63.53,NL,POS,2024-01-01 02:00:53.646544,42.89257,1
131,69.76,DE,POS,2024-01-01 02:01:26.062943,32.416399,0
132,5.85,CN,Web,2024-01-01 02:01:41.132983,15.07004,0
133,99.92,DE,Web,2024-01-01 02:01:48.793806,7.660823,0
134,70.18,IT,POS,2024-01-01 02:02:13.508321,24.714515,0
135,4.14,PL,Mobile,2024-01-01 02:05:05.295588,171.787267,0
136,17.69,US,ATM,2024-01-01 02:05:28.718616,23.423028,0
137,18.05,PL,POS,2024-01-01 02:06:12.605784,43.887168,0
138,15.0,DE,ATM,2024-01-01 02:07:25.451003,72.845219,0
139,85.99,ES,POS,2024-01-01 02:07:52.569473,27.11847,0
140,210.98,US,ATM,2024-01-01 02:11:26.637361,214.067888,0
141,115.17,US,POS,2024-01-01 02:14:43.557953,196.920592,0
142,51.91,US,ATM,2024-01-01 02:15:00.961631,17.403678,0
143,41.41,NL,Mobile,2024-01-01 02:15:42.221188,41.259557,0
144,39.08,CN,POS,2024-01-01 02:16:03.697016,21.475828,0
145,73.55,NL,POS,2024-01-01 02:16:23.811997,20.114981,0
146,35.61,FR,POS,2024-01-01 02:16:26.067066,2.255069,0
147,20.51,FR,POS,2024-01-01 02:17:22.496590,56.429524,0
148,73.87,ES,POS,2024-01-01 02:18:04.407768,41.911178,0
149,39.64,FR,POS,2024-01-01 02:18:07.578833,3.171065,0
150,1.14,NL,Web,2024-01-01 02:18:27.176388,19.597555,0
151,1.8,NL,Mobile,2024-01-01 02:20:50.508045,143.331657,0
152,25.63,IT,Web,2024-01-01 02:21:06.939678,16.431633,0
153,57.46,CN,Mobile,2024-01-01 02:21:16.331530,9.391852,0
154,34.99,DE,POS,2024-01-01 02:21:56.667857,40.336327,0
155,1.95,US,Web,2024-01-01 02:26:11.310076,254.642219,0
156,20.2,US,Web,2024-01-01 02:26:27.938765,16.628689,1
157,8.11,US,Mobile,2024-01-01 02:27:34.848066,66.909301,0
158,237.5,DE,Web,2024-01-01 02:29:00.881324,86.033258,0
159,30.01,FR,Mobile,2024-01-01 02:29:17.161314,16.27999,0
160,1.19,CN,POS,2024-01-01 02:30:35.326250,78.164936,0
161,86.44,ES,Mobile,2024-01-01 02:31:02.837618,27.511368,0
162,21.16,CN,ATM,2024-01-01 02:32:02.867843,60.030225,0
163,66.91,US,POS,2024-01-01 02:33:03.098113,60.23027,0
164,13.07,DE,Mobile,2024-01-01 02:33:49.141228,46.043115,0
165,330.88,PL,POS,2024-01-01 02:33:54.818978,5.67775,0
166,281.22,DE,POS,2024-01-01 02:35:43.037666,108.218688,0
167,85.37,CN,Mobile,2024-01-01 02:36:06.246284,23.208618,0
168,98.26,NL,Web,2024-01-01 02:36:18.632210,12.385926,0
169,44.39,FR,Web,2024-01-01 02:36:21.129996,2.497786,0
170,261.99,ES,POS,2024-01-01 02:37:14.756700,53.626704,0
171,44.1,IT,Web,2024-01-01 02:38:22.667804,67.911104,0
172,21.9,ES,ATM,2024-01-01 02:38:23.671421,1.003617,0
173,9.81,US,POS,2024-01-01 02:39:06.729256,43.057835,0
174,18.67,US,Mobile,2024-01-01 02:39:22.138705,15.409449,0
175,67.93,FR,ATM,2024-01-01 02:40:24.306165,62.16746,0
176,22.49,ES,POS,2024-01-01 02:40:35.802418,11.496253,0
177,84.96,PL,POS,2024-01-01 02:41:46.255170,70.452752,0
178,38.53,DE,POS,2024-01-01 02:42:15.592692,29.337522,0
179,174.34,PL,Web,2024-01-01 02:45:01.213321,165.620629,1
180,65.4,ES,Mobile,2024-01-01 02:45:10.089986,8.876665,0
181,77.96,FR,ATM,2024-01-01 02:45:35.117932,25.027946,0
182,65.06,ES,Mobile,2024-01-01 02:45:42.344589,7.226657,0
183,173.42,FR,POS,2024-01-01 02:48:17.516013,155.171424,0
184,5.24,US,Mobile,2024-01-01 02:50:23.416035,125.900022,0
185,5.58,DE,ATM,2024-01-01 02:50:41.315677,17.899642,0
186,96.78,NL,ATM,2024-01-01 02:51:46.041441,64.725764,0
187,116.87,ES,ATM,2024-01-01 02:53:28.010485,101.969044,0
188,45.47,CN,ATM,2024-01-01 02:54:16.618427,48.607942,0
189,34.75,CN,POS,2024-01-01 02:55:01.875192,45.256765,0
190,26.05,PL,ATM,2024-01-01 02:55:18.487815,16.612623,0
191,21.37,DE,POS,2024-01-01 02:55:24.351383,5.863568,0
192,194.4,NL,POS,2024-01-01 02:57:40.858777,136.507394,0
193,27.98,DE,Mobile,2024-01-01 02:59:59.265243,138.406466,0
194,83.55,NL,Mobile,2024-01-01 03:00:59.425438,60.160195,0
195,123.75,NL,Mobile,2024-01-01 03:01:24.268229,24.842791,0
196,1.78,CN,Web,2024-01-01 03:01:50.042286,25.774057,0
197,2.76,IT,Mobile,2024-01-01 03:03:07.710212,77.667926,0
198,32.41,CN,Mobile,2024-01-01 03:05:24.156053,136.445841,0
199,95.26,NL,Web,2024-01-01 03:07:35.024007,130.867954,0
200,24.17,PL,ATM,2024-01-01 03:09:05.837739,90.813732,0
201,0.12,CN,POS,2024-01-01 03:10:07.476381,61.638642,0
202,27.19,US,Web,2024-01-01 03:10:12.749885,5.273504,0
203,7.56,NL,Web,2024-01-01 03:10:23.327538,10.577653,0
204,19.82,PL,Web,2024-01-01 03:12:40.621368,137.29383,0
205,32.42,US,Web,2024-01-01 03:13:36.571005,55.949637,0
206,10.96,US,Web,2024-01-01 03:13:37.125381,0.554376,0
207,98.03,US,Mobile,2024-01-01 03:13:43.545195,6.419814,0
208,23.65,DE,ATM,2024-01-01 03:14:48.894938,65.349743,0
209,86.56,FR,Mobile,2024-01-01 03:14:49.199404,0.304466,0
210,73.11,CN,POS,2024-01-01 03:14:59.718353,10.518949,1
211,182.66,NL,POS,2024-01-01 03:15:47.460224,47.741871,0
212,7.36,NL,Mobile,2024-01-01 03:16:58.099141,70.638917,0
213,19.33,FR,Mobile,2024-01-01 03:18:01.425630,63.326489,0
214,160.3,NL,POS,2024-01-01 03:18:16.662622,15.236992,0
215,138.14,ES,POS,2024-01-01 03:19:31.387659,74.725037,0
216,17.07,CN,POS,2024-01-01 03:19:47.637085,16.249426,0
217,9.12,CN,ATM,2024-01-01 03:20:11.255180,23.618095,0
218,155.17,ES,Web,2024-01-01 03:21:33.596633,82.341453,0
219,15.69,CN,Mobile,2024-01-01 03:22:36.523062,62.926429,1
220,163.9,DE,Web,2024-01-01 03:24:30.040427,113.517365,1
221,259.77,PL,Web,2024-01-01 03:25:34.349224,64.308797,0
222,19.96,IT,POS,2024-01-01 03:26:24.751882,50.402658,0
223,146.8,CN,Mobile,2024-01-01 03:26:30.653306,5.901424,0
224,44.11,US,Web,2024-01-01 03:26:58.158284,27.504978,0
225,124.39,ES,ATM,2024-01-01 03:27:16.647893,18.489609,0
226,41.86,ES,Mobile,2024-01-01 03:27:33.429905,16.782012,0
227,5.84,CN,Mobile,2024-01-01 03:31:10.168469,216.738564,0
228,99.78,US,POS,2024-01-01 03:31:40.131719,29.96325,0
229,13.07,NL,POS,2024-01-01 03:33:53.695032,133.563313,0
230,209.41,NL,ATM,2024-01-01 03:34:53.535095,59.840063,0
231,43.27,CN,Web,2024-01-01 03:36:28.564610,95.029515,0
232,6.84,ES,Web,2024-01-01 03:37:10.470729,41.906119,0
233,20.75,ES,ATM,2024-01-01 03:38:02.080083,51.609354,0
234,158.74,PL,Mobile,2024-01-01 03:38:42.777689,40.697606,0
235,30.98,NL,Mobile,2024-01-01 03:38:55.810583,13.032894,0
236,155.22,CN,ATM,2024-01-01 03:40:12.716291,76.905708,1
237,15.13,CN,Mobile,2024-01-01 03:40:32.490933,19.774642,0
238,50.52,CN,Mobile,2024-01-01 03:40:33.967922,1.476989,0
239,168.47,FR,Web,2024-01-01 03:41:36.186049,62.218127,0
240,3.97,ES,Web,2024-01-01 03:41:47.882063,11.696014,0
241,29.02,IT,Web,2024-01-01 03:44:37.147052,169.264989,0
242,192.5,FR,Mobile,2024-01-01 03:47:41.800797,184.653745,0
243,72.61,IT,POS,2024-01-01 03:50:09.611390,147.810593,0
244,100.77,IT,Mobile,2024-01-01 03:50:37.348634,27.737244,0
245,147.68,DE,Web,2024-01-01 03:50:38.283273,0.934639,0
246,59.32,NL,Web,2024-01-01 03:53:16.414680,158.131407,0
247,149.34,CN,POS,2024-01-01 03:53:49.950977,33.536297,0
248,81.46,IT,Mobile,2024-01-01 03:57:14.001498,204.050521,0
249,92.58,US,POS,2024-01-01 04:00:32.825627,198.824129,0
250,13.27,ES,POS,2024-01-01 04:02:27.868848,115.043221,0
251,223.78,ES,Mobile,2024-01-01 04:02:48.795412,20.926564,0
252,127.2,FR,POS,2024-01-01 04:03:17.972928,29.177516,0
253,23.46,ES,Web,2024-01-01 04:05:12.256527,114.283599,0
254,69.4,ES,POS,2024-01-01 04:05:35.125301,22.868774,0
255,37.79,PL,Web,2024-01-01 04:05:46.268418,11.143117,0
256,86.4,DE,Mobile,2024-01-01 04:06:35.092638,48.82422,0
257,405.97,IT,Web,2024-01-01 04:09:20.170246,165.077608,0
258,3.75,NL,Web,2024-01-01 04:10:31.619782,71.449536,0
259,243.8,FR,Mobile,2024-01-01 04:11:22.266522,50.64674,0
260,6.01,DE,Web,2024-01-01 04:11:28.400214,6.133692,0
261,49.41,IT,Web,2024-01-01 04:12:25.672057,57.271843,0
262,52.64,US,ATM,2024-01-01 04:17:02.306242,276.634185,0
263,25.04,IT,Mobile,2024-01-01 04:17:11.361477,9.055235,0
264,66.91,ES,ATM,2024-01-01 04:17:55.191196,43.829719,0
265,143.64,US,Web,2024-01-01 04:20:01.107714,125.916518,0
266,27.85,CN,Mobile,2024-01-01 04:21:22.109769,81.002055,0
267,5.84,CN,ATM,2024-01-01 04:22:33.754235,71.644466,0
268,80.04,ES,POS,2024-01-01 04:23:46.491488,72.737253,0
269,111.46,US,Mobile,2024-01-01 04:24:13.221029,26.729541,1
270,247.24,FR,Mobile,2024-01-01 04:24:34.074754,20.853725,0
271,13.9,NL,ATM,2024-01-01 04:26:13.517224,99.44247,0
272,185.3,ES,POS,2024-01-01 04:27:53.196916,99.679692,0
273,52.64,NL,Web,2024-01-01 04:29:54.273919,121.077003,0
274,21.51,ES,Web,2024-01-01 04:32:20.950877,146.676958,0
275,263.2,NL,Mobile,2024-01-01 04:33:03.916471,42.965594,0
276,21.79,CN,Mobile,2024-01-01 04:33:45.687534,41.771063,0
277,105.77,ES,Mobile,2024-01-01 04:35:21.744530,96.056996,0
278,122.93,CN,Web,2024-01-01 04:36:24.727674,62.983144,0
279,45.04,CN,POS,2024-01-01 04:37:37.360713,72.633039,0
280,93.69,PL,Mobile,2024-01-01 04:39:12.677881,95.317168,0
281,67.98,ES,Web,2024-01-01 04:41:25.117290,132.439409,0
282,17.06,PL,Web,2024-01-01 04:41:49.866234,24.748944,0
283,114.13,ES,Web,2024-01-01 04:42:18.122441,28.256207,0
284,210.51,ES,Mobile,2024-01-01 04:42:24.044203,5.921762,0
285,53.65,NL,Web,2024-01-01 04:43:15.849045,51.804842,0
286,413.53,DE,Web,2024-01-01 04:43:18.045291,2.196246,0
287,44.68,FR,POS,2024-01-01 04:43:55.641708,37.596417,0
288,52.27,CN,POS,2024-01-01 04:44:42.579383,46.937675,0
289,89.64,CN,Mobile,2024-01-01 04:45:02.837223,20.25784,0
290,16.44,DE,POS,2024-01-01 04:45:56.455175,53.617952,0
291,185.78,CN,Web,2024-01-01 04:45:58.313679,1.858504,0
292,129.27,NL,Web,2024-01-01 04:46:00.597489,2.28381,0
293,164.72,CN,POS,2024-01-01 04:47:44.358571,103.761082,0
294,75.24,US,Web,2024-01-01 04:48:11.153672,26.795101,1
295,172.16,FR,POS,2024-01-01 04:48:19.307014,8.153342,0
296,91.15,ES,Web,2024-01-01 04:49:03.626229,44.319215,0
297,57.32,DE,Mobile,2024-01-01 04:50:31.805105,88.178876,0
298,214.81,FR,ATM,2024-01-01 04:50:46.392185,14.58708,0
299,46.35,DE,ATM,2024-01-01 04:51:44.905362,58.513177,0
